Claim_Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault, Vechile_registration_present , Incident_details_present , Injury_details_present , TP_type_insd_pass_back , TP_type_insd_pass_front , TP_type_driver , TP_type_pass_back , TP_type_pass_front , TP_type_bike , TP_type_cyclist , TP_type_pass_multi , TP_type_pedestrian , TP_type_other , TP_type_nk , TP_injury_whiplash , TP_injury_traumatic , TP_injury_fatality , TP_injury_unclear , TP_injury_nk , TP_region_eastang , TP_region_eastmid , TP_region_london , TP_region_north , TP_region_northw , TP_region_outerldn , TP_region_scotland , TP_region_southe , TP_region_southw , TP_region_wales , TP_region_westmid , TP_region_yorkshire ,Incurred,Capped_Incurred
4710,2013-06-30,PH,LD003,Head on collision,1,83,Minor Road,NORMAL,Y,19,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,1221.67,1221.67
4711,2013-07-01,PH,LD003,Head on collision,0,164,Minor Road,NORMAL,Y,15,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4712,2013-07-02,PH,LD003,Head on collision,2,132,Main Road,NORMAL,N,18,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4713,2013-07-02,PH,LD003,Head on collision,2,27,Minor Road,NORMAL,Y,20,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4714,2013-07-02,PH,LD003,Head on collision,0,278,Minor Road,WET,Y,17,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,0.00,0.00
4715,2013-07-02,PH,LD003,Head on collision,0,60,Minor Road,NORMAL,Y,11,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,0.00,0.00
4716,2013-07-02,PH,LD003,Head on collision,8,88,Minor Road,NORMAL,Y,16,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,176.60,176.60
4717,2013-07-03,PH,LD003,Head on collision,0,9,Minor Road,NORMAL,Y,11,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4768.80,4768.80
4718,2013-07-03,PH,LD003,Head on collision,1,217,Minor Road,NORMAL,Y,18,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,0.00,0.00
4719,2013-07-04,PH,LD003,Head on collision,1,247,Main Road,NORMAL,N,7,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4800.79,4800.79
4720,2013-07-04,PH,LD003,Head on collision,1,86,Minor Road,NORMAL,Y,17,N,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2228.85,2228.85
4721,2013-07-04,PH,LD003,Head on collision,1,17,Main Road,NORMAL,Y,19,Y,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1870.65,1870.65
4722,2013-07-05,PH,LD003,Head on collision,0,226,Minor Road,NORMAL,Y,18,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4723,2013-07-06,PH,LD003,Head on collision,0,213,Minor Road,NORMAL,Y,9,N,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4724,2013-07-06,TP,LD003,Head on collision,248,275,n/k,N/K,n/k,0,Other,Y, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4725,2013-07-06,PH,LD003,Head on collision,3,42,Minor Road,NORMAL,Y,16,Y,N, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4726,2013-07-07,PH,LD003,Head on collision,8,357,Other,NORMAL,N,20,Y,N, 1 , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,20747.89,20747.89
4727,2013-07-07,PH,LD003,Head on collision,0,46,Main Road,NORMAL,Y,9,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12434.79,12434.79
4728,2013-07-07,TP,LD003,Head on collision,10,140,Main Road,NORMAL,Y,12,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4729,2013-07-08,PH,LD003,Head on collision,0,47,Minor Road,NORMAL,Y,13,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,0.00,0.00
4730,2013-07-08,PH,LD003,Head on collision,1,282,Minor Road,NORMAL,Y,19,Y,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3617.37,3617.37
4731,2013-07-08,PH,LD003,Head on collision,1,359,Main Road,NORMAL,Y,16,Y,N, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4732,2013-07-09,PH,LD003,Head on collision,3,134,Main Road,NORMAL,Y,16,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,59682.17,50000.00
4733,2013-07-09,TP,LD003,Head on collision,0,225,Main Road,NORMAL,Y,13,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2102.06,2102.06
4734,2013-07-09,PH,LD003,Head on collision,0,278,Main Road,NORMAL,N,17,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,17911.07,17911.07
4735,2013-07-10,PH,LD003,Head on collision,6,308,Main Road,NORMAL,N,8,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,40893.98,40893.98
4736,2013-07-10,PH,LD003,Head on collision,1,142,Main Road,NORMAL,N,18,N,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1289.86,1289.86
4737,2013-07-10,PH,LD003,Head on collision,0,343,Main Road,NORMAL,N,12,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,873.27,873.27
4738,2013-07-10,PH,LD003,Head on collision,0,105,Main Road,NORMAL,Y,12,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,5326.31,5326.31
4739,2013-07-11,NamedDriver,LD003,Head on collision,0,347,Minor Road,NORMAL,N,11,Y,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   ,5840.33,5840.33
4740,2013-07-11,PH,LD003,Head on collision,0,236,Minor Road,NORMAL,N,12,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8559.90,8559.90
4741,2013-07-11,PH,LD003,Head on collision,0,19,Minor Road,NORMAL,Y,9,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1654.45,1654.45
4742,2013-07-12,TP,LD003,Head on collision,11,76,Other,N/A,n/k,6,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,14815.30,14815.30
4743,2013-07-12,PH,LD003,Head on collision,0,84,Minor Road,NORMAL,Y,11,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,924.20,924.20
4744,2013-07-12,TP,LD003,Head on collision,24,117,Main Road,NORMAL,n/k,13,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7235.13,7235.13
4745,2013-07-12,PH,LD003,Head on collision,2,142,Minor Road,NORMAL,Y,20,Y,N, 1 , -   , -   , 2 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 4 , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,6407.18,6407.18
4746,2013-07-12,PH,LD003,Head on collision,1,109,Minor Road,NORMAL,Y,18,Y,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4747,2013-07-13,PH,LD003,Head on collision,3,207,Main Road,NORMAL,N,15,Y,N, 1 , 1 , -   , 3 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 3 , 1 , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,1772.93,1772.93
4748,2013-07-13,PH,LD003,Head on collision,2,222,Minor Road,NORMAL,Y,17,N,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,141.62,141.62
4749,2013-07-14,Other,LD003,Head on collision,381,128,n/k,N/K,n/k,0,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,257.86,257.86
4750,2013-07-14,PH,LD003,Head on collision,1,229,Minor Road,NORMAL,Y,15,N,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4751,2013-07-15,PH,LD003,Head on collision,2,223,Main Road,NORMAL,N,16,N,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 2 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.77,0.77
4752,2013-07-15,PH,LD003,Head on collision,0,301,Minor Road,NORMAL,Y,18,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4753,2013-07-15,PH,LD003,Head on collision,1,113,Minor Road,NORMAL,Y,12,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4754,2013-07-15,PH,LD003,Head on collision,1,14,Main Road,NORMAL,N,22,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,292.53,292.53
4755,2013-07-16,NamedDriver,LD003,Head on collision,0,253,Home Address,NORMAL,Y,12,N,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2921.43,2921.43
4756,2013-07-16,PH,LD003,Head on collision,1,169,Main Road,NORMAL,Y,20,Y,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3360.43,3360.43
4757,2013-07-17,PH,LD003,Head on collision,1,135,Minor Road,NORMAL,N,21,Y,N, 1 , 1 , 1 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,138.87,138.87
4758,2013-07-17,PH,LD003,Head on collision,55,38,Minor Road,N/K,Y,11,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,0.00,0.00
4759,2013-07-18,PH,LD003,Head on collision,1,103,Main Road,NORMAL,N,23,Y,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,237.88,237.88
4760,2013-07-18,PH,LD003,Head on collision,18,186,Minor Road,NORMAL,Y,14,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4761,2013-07-19,PH,LD003,Head on collision,1,245,Minor Road,NORMAL,Y,21,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4762,2013-07-19,Other,LD003,Head on collision,336,236,Home Address,N/K,N,0,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8862.65,8862.65
4763,2013-07-19,PH,LD003,Head on collision,0,14,Minor Road,NORMAL,N,18,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5084.46,5084.46
4764,2013-07-19,PH,LD003,Head on collision,0,331,Minor Road,NORMAL,N,9,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8634.02,8634.02
4765,2013-07-19,PH,LD003,Head on collision,0,274,Minor Road,WET,Y,14,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,213.78,213.78
4766,2013-07-20,PH,LD003,Head on collision,6,326,Main Road,NORMAL,Y,13,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,580.75,580.75
4767,2013-07-20,TP,LD003,Head on collision,201,344,Minor Road,N/K,n/k,14,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,191.61,191.61
4768,2013-07-20,PH,LD003,Head on collision,2,8,Main Road,NORMAL,N,18,N,N, 1 , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   ,85560.52,50000.00
4769,2013-07-20,PH,LD003,Head on collision,0,211,Main Road,NORMAL,N,14,N,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,0.00,0.00
4770,2013-07-20,PH,LD003,Head on collision,2,146,Minor Road,NORMAL,Y,8,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4771,2013-07-21,PH,LD003,Head on collision,1,153,Minor Road,NORMAL,Y,22,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4772,2013-07-22,PH,LD003,Head on collision,0,294,Minor Road,NORMAL,Y,15,N,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,0.00,0.00
4773,2013-07-23,NamedDriver,LD003,Head on collision,6,112,Minor Road,NORMAL,Y,19,N,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5460.55,5460.55
4774,2013-07-23,PH,LD003,Head on collision,0,172,Minor Road,NORMAL,N,15,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   ,0.00,0.00
4775,2013-07-24,PH,LD003,Head on collision,0,87,Minor Road,NORMAL,Y,7,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4776,2013-07-24,PH,LD003,Head on collision,0,27,Minor Road,WET,Y,7,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,292.53,292.53
4777,2013-07-25,PH,LD003,Head on collision,1,13,Minor Road,NORMAL,N,18,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,73335.09,50000.00
4778,2013-07-25,PH,LD003,Head on collision,0,35,Minor Road,NORMAL,N,13,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   ,1577.06,1577.06
4779,2013-07-25,Other,LD003,Head on collision,0,93,Minor Road,NORMAL,n/k,6,Y,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4780,2013-07-25,PH,LD003,Head on collision,0,117,Minor Road,NORMAL,Y,17,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4781,2013-07-26,PH,LD003,Head on collision,1,171,Minor Road,NORMAL,N,16,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1259.15,1259.15
4782,2013-07-28,PH,LD003,Head on collision,0,332,Car Park,NORMAL,Y,12,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1838.00,1838.00
4783,2013-07-28,PH,LD003,Head on collision,1,330,Main Road,NORMAL,Y,17,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4560.98,4560.98
4784,2013-07-28,Other,LD003,Head on collision,0,138,Main Road,NORMAL,Y,12,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,0.00,0.00
4785,2013-07-28,PH,LD003,Head on collision,1,9,n/k,NORMAL,Y,16,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   ,0.00,0.00
4786,2013-07-28,PH,LD003,Head on collision,1,282,n/k,WET,Y,16,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,216.63,216.63
4787,2013-07-28,PH,LD003,Head on collision,1,250,Main Road,NORMAL,N,7,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   ,10099.71,10099.71
4788,2013-07-29,PH,LD003,Head on collision,0,272,Minor Road,WET,Y,12,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1911.64,1911.64
4789,2013-07-29,PH,LD003,Head on collision,0,103,Main Road,NORMAL,Y,14,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
4790,2013-07-29,PH,LD003,Head on collision,1,43,Minor Road,NORMAL,N,15,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,714.17,714.17
4791,2013-07-29,PH,LD003,Head on collision,0,344,Minor Road,WET,N,9,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1866.29,1866.29
4792,2013-07-30,TP,LD003,Head on collision,62,91,n/k,N/A,n/k,0,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2952.39,2952.39
4793,2013-07-30,PH,LD003,Head on collision,0,91,Minor Road,WET,N,15,Y,N, 1 , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , 1 , 2 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,8216.04,8216.04
